prop_id,slug,fate,fate_vehicle,furthest_stage,furthest_stage_vehicle,dropped_in_consolidation,final_vehicles,all_vehicles,roll_calls,detail,fate_citation,stage_citation
P-294,sfi-personal-info-withholding,enacted_as_filed,H5077,enacted,H5077,yes,H2991;H5077,H2991;H5049;H5077;H5132,,"enacted via H5077: Signed by the Governor, Chapter 248 of the Acts of 2024; independent filings of the same proposition (H2991) died without an official chain to H5077",https://malegislature.gov/Bills/193/H5077,https://malegislature.gov/Bills/193/H5077
P-295,eviction-record-sealing-regime,enacted_other_vehicle,H4977,enacted,H4977,yes,H4138;H4356;H4977;S2834;S2850,H1690;H4138;H4356;H4977;S2834;S2850;S956,2024-08-01 Enacted - 128 YEAS to 24 NAYS (See YEA and NAY No. 199); 2024-08-01 Enacted -see Roll Call #249 (Yeas 37 to Nays 2),"enacted via vehicle H4977 (Signed by the Governor, Chapter 150 of the Acts of 2024); filed carriers H1690,H4138,H4356,S2834,S2850,S956 have no official chain to it (absorption established by text adjudication, see data/enacted_adjudication.csv and the absorbed_into_vehicle links)",https://malegislature.gov/Bills/193/H4977,https://malegislature.gov/Bills/193/H4977
P-296,sealed-eviction-cra-duties,enacted_other_vehicle,H4977,enacted,H4977,yes,H4138;H4356;H4977;S2834;S2850,H1690;H4138;H4356;H4977;S2834;S2850;S956,2024-08-01 Enacted - 128 YEAS to 24 NAYS (See YEA and NAY No. 199); 2024-08-01 Enacted -see Roll Call #249 (Yeas 37 to Nays 2),"enacted via vehicle H4977 (Signed by the Governor, Chapter 150 of the Acts of 2024); filed carriers H1690,H4138,H4356,S2834,S2850,S956 have no official chain to it (absorption established by text adjudication, see data/enacted_adjudication.csv and the absorbed_into_vehicle links)",https://malegislature.gov/Bills/193/H4977,https://malegislature.gov/Bills/193/H4977
P-297,demographic-data-collection-standard,enacted_other_vehicle,H4040,enacted,H4040,no,H3003;H4040,H3003;H4040,"2023-07-31 Committee of conference report accepted - 156 YEAS to 2 NAYS (See YEA and NAY No; 2023-07-31 Committee of conference report accepted, in concurrence -see Roll Call #60 (Yeas; 2023-07-31 Motion to suspend Rule 40 rejected - 25 YEAS to 132 NAYS (See YEA and NAY No. 31; 2023-07-31 Enacted - 156 YEAS to 2 NAYS (See YEA and NAY No. 32); 2023-07-31 Enacted and laid before the Governor -see Roll Call #61 (Yeas 39 to Nays 0); 2023-10-05 Item 1231-1000 passed over veto -see Roll Call #64 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-1042 passed over veto -see Roll Call #66 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-5000 passed over veto -see Roll Call #67 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-7052 passed over veto -see Roll Call #68 (Yeas 37 to Nays 1); 2023-10-05 Item 4405-2000 passed over veto -see Roll Call #69 (Yeas 38 to Nays 0); 2023-10-05 Item 4513-1027 passed over veto -see Roll Call #72 (Yeas 38 to Nays 0); 2023-10-05 Item 4590-0915 passed over veto -see Roll Call #73 (Yeas 37 to Nays 1); 2023-10-05 Item 4590-0925 passed over veto -see Roll Call #74 (Yeas 38 to Nays 0); 2023-10-05 Item 7003-1206 passed over veto -see Roll Call #78 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-0104 passed over veto -see Roll Call #80 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-3036 passed over veto -see Roll Call #81 (Yeas 38 to Nays 0); 2023-10-05 Item 7006-0011 passed over veto -see Roll Call #82 (Yeas 37 to Nays 1); 2023-10-05 Item 7006-0071 passed over veto -see Roll Call #83 (Yeas 37 to Nays 1); 2023-10-05 Item 7007-0150 passed over veto -see Roll Call #84 (Yeas 38 to Nays 0); 2023-10-05 Item 7035-0035 passed over veto -see Roll Call #85 (Yeas 37 to Nays 1); 2023-10-05 Item 8000-0655 passed over veto -see Roll Call #86 (Yeas 37 to Nays 1); 2023-10-05 Item 8000-1127 passed over veto -see Roll Call #87 (Yeas 38 to Nays 0); 2023-10-05 Item 1595-0115 passed over veto -see Roll Call #65 (Yeas 38 to Nays 0); 2023-10-05 Item 4510-0811 passed over veto -see Roll Call #70 (Yeas 38 to Nays 0); 2023-10-05 Item 4512-2022 passed over veto -see Roll Call #71 (Yeas 37 to Nays 1); 2023-10-05 Item 4800-0200 passed over veto -see Roll Call #75 (Yeas 38 to Nays 0); 2023-10-05 Item 7002-2022 passed over veto -see Roll Call #77 (Yeas 38 to Nays 0); 2023-10-05 Item 7002-0025 passed over veto -see Roll Call #76 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-0102 passed over veto -see Roll Call #79 (Yeas 38 to Nays 0)","enacted via vehicle H4040 (Signed (in part) by the Governor, Chapter 28 of the Acts of 2023); filed carriers H3003 have no official chain to it (absorption established by text adjudication, see data/enacted_adjudication.csv and the absorbed_into_vehicle links)",https://malegislature.gov/Bills/193/H4040,https://malegislature.gov/Bills/193/H4040
P-298,demographic-pii-confidentiality,enacted_other_vehicle,H4040,enacted,H4040,no,H3003;H4040,H3003;H4040,"2023-07-31 Committee of conference report accepted - 156 YEAS to 2 NAYS (See YEA and NAY No; 2023-07-31 Committee of conference report accepted, in concurrence -see Roll Call #60 (Yeas; 2023-07-31 Motion to suspend Rule 40 rejected - 25 YEAS to 132 NAYS (See YEA and NAY No. 31; 2023-07-31 Enacted - 156 YEAS to 2 NAYS (See YEA and NAY No. 32); 2023-07-31 Enacted and laid before the Governor -see Roll Call #61 (Yeas 39 to Nays 0); 2023-10-05 Item 1231-1000 passed over veto -see Roll Call #64 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-1042 passed over veto -see Roll Call #66 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-5000 passed over veto -see Roll Call #67 (Yeas 38 to Nays 0); 2023-10-05 Item 3000-7052 passed over veto -see Roll Call #68 (Yeas 37 to Nays 1); 2023-10-05 Item 4405-2000 passed over veto -see Roll Call #69 (Yeas 38 to Nays 0); 2023-10-05 Item 4513-1027 passed over veto -see Roll Call #72 (Yeas 38 to Nays 0); 2023-10-05 Item 4590-0915 passed over veto -see Roll Call #73 (Yeas 37 to Nays 1); 2023-10-05 Item 4590-0925 passed over veto -see Roll Call #74 (Yeas 38 to Nays 0); 2023-10-05 Item 7003-1206 passed over veto -see Roll Call #78 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-0104 passed over veto -see Roll Call #80 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-3036 passed over veto -see Roll Call #81 (Yeas 38 to Nays 0); 2023-10-05 Item 7006-0011 passed over veto -see Roll Call #82 (Yeas 37 to Nays 1); 2023-10-05 Item 7006-0071 passed over veto -see Roll Call #83 (Yeas 37 to Nays 1); 2023-10-05 Item 7007-0150 passed over veto -see Roll Call #84 (Yeas 38 to Nays 0); 2023-10-05 Item 7035-0035 passed over veto -see Roll Call #85 (Yeas 37 to Nays 1); 2023-10-05 Item 8000-0655 passed over veto -see Roll Call #86 (Yeas 37 to Nays 1); 2023-10-05 Item 8000-1127 passed over veto -see Roll Call #87 (Yeas 38 to Nays 0); 2023-10-05 Item 1595-0115 passed over veto -see Roll Call #65 (Yeas 38 to Nays 0); 2023-10-05 Item 4510-0811 passed over veto -see Roll Call #70 (Yeas 38 to Nays 0); 2023-10-05 Item 4512-2022 passed over veto -see Roll Call #71 (Yeas 37 to Nays 1); 2023-10-05 Item 4800-0200 passed over veto -see Roll Call #75 (Yeas 38 to Nays 0); 2023-10-05 Item 7002-2022 passed over veto -see Roll Call #77 (Yeas 38 to Nays 0); 2023-10-05 Item 7002-0025 passed over veto -see Roll Call #76 (Yeas 37 to Nays 1); 2023-10-05 Item 7004-0102 passed over veto -see Roll Call #79 (Yeas 38 to Nays 0)","enacted via vehicle H4040 (Signed (in part) by the Governor, Chapter 28 of the Acts of 2023); filed carriers H3003 have no official chain to it (absorption established by text adjudication, see data/enacted_adjudication.csv and the absorbed_into_vehicle links)",https://malegislature.gov/Bills/193/H4040,https://malegislature.gov/Bills/193/H4040
P-299,bus-camera-records-exemption,enacted_as_filed,S2884,enacted,S2884,yes,H3375;H3393;H4166;H4287;S1483;S2275;S2884,H3375;H3393;H4166;H4287;H5154;S1483;S2275;S2600;S2884,,"enacted via S2884: Signed by the Governor, Chapter 363 of the Acts of 2024; independent filings of the same proposition (H3375,H3393,H4166,H4287,S1483,S2275) died without an official chain to S2884",https://malegislature.gov/Bills/193/S2884,https://malegislature.gov/Bills/193/S2884
P-300,bus-camera-litigation-limits,enacted_as_filed,S2884,enacted,S2884,yes,H3375;H3393;H4166;H4287;S1483;S2275;S2884,H3375;H3393;H4166;H4287;H5154;S1483;S2275;S2600;S2884,,"enacted via S2884: Signed by the Governor, Chapter 363 of the Acts of 2024; independent filings of the same proposition (H3375,H3393,H4166,H4287,S1483,S2275) died without an official chain to S2884",https://malegislature.gov/Bills/193/S2884,https://malegislature.gov/Bills/193/S2884
P-301,bus-camera-occupant-id-ban,enacted_as_filed,H4940,enacted,H4940,yes,H3375;H3393;H4940;S1483;S2275;S2884,H3375;H3393;H4940;H5154;S1483;S2275;S2600;S2884,,"enacted via H4940: Signed by the Governor, Chapter 399 of the Acts of 2024; independent filings of the same proposition (H3393,H5154,S1483,S2600,S2884) died without an official chain to H4940",https://malegislature.gov/Bills/193/H4940,https://malegislature.gov/Bills/193/H4940
P-302,bus-camera-vendor-confidentiality,enacted_as_filed,H4940,enacted,H4940,no,H3393;H4166;H4287;H4940;S1483;S2884,H3336;H3375;H3393;H4166;H4287;H4450;H4940;H5154;S1483;S2275;S2600;S2884,,"enacted via H4940: Signed by the Governor, Chapter 399 of the Acts of 2024; independent filings of the same proposition (H3393,H4166,H4287,H5154,S1483,S2600,S2884) died without an official chain to H4940",https://malegislature.gov/Bills/193/H4940,https://malegislature.gov/Bills/193/H4940
P-303,tnc-trip-data-reporting-mandate,enacted_as_filed,H4799,enacted,H4799,no,H1099;H1158;H4799;S627;S666,H1099;H1158;H4799;S2888;S2891;S627;S666,2024-06-26 Passed to be engrossed - 153 YEAS to 1 NAYS (See YEA and NAY No. 126); 2024-07-24 Passed to be engrossed -see Roll Call #219 (Yeas 38 to Nays 1),"enacted via H4799: Signed by the Governor, Chapter 206 of the Acts of 2024; independent filings of the same proposition (H1099,H1158,S627,S666) died without an official chain to H4799",https://malegislature.gov/Bills/193/H4799,https://malegislature.gov/Bills/193/H4799
P-304,tnc-trip-data-confidentiality,enacted_as_filed,H4799,enacted,H4799,no,H1099;H1158;H4799;S627;S666,H1099;H1158;H4799;S2888;S2891;S627;S666,2024-06-26 Passed to be engrossed - 153 YEAS to 1 NAYS (See YEA and NAY No. 126); 2024-07-24 Passed to be engrossed -see Roll Call #219 (Yeas 38 to Nays 1),"enacted via H4799: Signed by the Governor, Chapter 206 of the Acts of 2024; independent filings of the same proposition (H1099,H1158,S627,S666) died without an official chain to H4799",https://malegislature.gov/Bills/193/H4799,https://malegislature.gov/Bills/193/H4799
P-305,judicial-pii-agency-posting-ban,sent_to_study,H1566,heard,H1566,no,H1566;S1133,H1566;S1133,,final vehicle H1566 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1566,https://malegislature.gov/Bills/193/H1566
P-306,judicial-pii-databroker-sale-ban,sent_to_study,H1566,heard,H1566,no,H1566;S1133,H1566;S1133,,final vehicle H1566 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1566,https://malegislature.gov/Bills/193/H1566
P-307,judicial-pii-takedown-right,sent_to_study,H1566,heard,H1566,no,H1566;S1133,H1566;S1133,,final vehicle H1566 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1566,https://malegislature.gov/Bills/193/H1566
P-308,election-worker-pii-posting-ban,sent_to_study,S1013,heard,S1013,no,S1013,S1013,,final vehicle S1013 accompanied study order S2612; no public explanation of substance,https://malegislature.gov/Bills/193/S1013,https://malegislature.gov/Bills/193/S1013
P-310,worker-data-collection-notice,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-311,worker-data-access-right,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-312,worker-data-correction-right,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-313,worker-data-minimization,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-314,worker-data-sale-ban,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-315,worker-data-disclosure-limits,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-316,worker-biometric-health-destruction,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-317,worker-data-employment-use-bans,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-320,workplace-monitoring-notice,sent_to_study,H1873,reporting_extended,H1873,no,H1873;H3597;S1228,H1873;H3597;S1228,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-321,workplace-monitoring-limits,sent_to_study,H1873,reporting_extended,H1873,no,H1873;S1228,H1873;S1228,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-322,workplace-monitoring-data-use-limits,sent_to_study,H1873,reporting_extended,H1873,no,H1873;H3597;S1228,H1873;H3597;S1228,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-323,workplace-monitoring-data-access,sent_to_study,H3597,heard,H3597,no,H3597;S1228,H3597;S1228,,final vehicle H3597 accompanied study order H4570; no public explanation of substance,https://malegislature.gov/Bills/193/H3597,https://malegislature.gov/Bills/193/H3597
P-324,workplace-ads-notice-inventory,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-325,workplace-ads-use-prohibitions,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-326,workplace-algorithmic-impact-assessments,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-328,monitoring-data-disclosure-limits,sent_to_study,S1228,heard,S1228,no,S1228,S1228,,final vehicle S1228 accompanied study order S2633; no public explanation of substance,https://malegislature.gov/Bills/193/S1228,https://malegislature.gov/Bills/193/S1228
P-332,camera-capture-limit-destruction,enacted_as_filed,H4940,enacted,H4940,no,H3393;H4166;H4287;H4940;S1483,H3336;H3375;H3393;H4166;H4287;H4450;H4940;S1483;S2275,,"enacted via H4940: Signed by the Governor, Chapter 399 of the Acts of 2024; independent filings of the same proposition (H3393,H4166,H4287,S1483) died without an official chain to H4940",https://malegislature.gov/Bills/193/H4940,https://malegislature.gov/Bills/193/H4940
P-333,buscam-vendor-rmv-access-security,died_no_recorded_action,H3336,heard,H3336,yes,H3336,H3336,,dropped in consolidation: H3336 superseded by H4450 which does not carry this proposition; no public explanation,https://malegislature.gov/Bills/193/H3336,https://malegislature.gov/Bills/193/H3336
P-335,ltc-sogi-nondisclosure,died_no_recorded_action,S2604,reported_favorably,S2604,no,S2604,H637;S2604;S381,,final vehicle S2604 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S2604,https://malegislature.gov/Bills/193/S2604
P-336,rmv-federal-access-warrant-gate,died_no_recorded_action,H1438,reporting_extended,H1438,yes,H1438;S941,H1438;S941,,"dropped in consolidation: H1438,S941 superseded by H4833 which does not carry this proposition; no public explanation",https://malegislature.gov/Bills/193/H1438,https://malegislature.gov/Bills/193/H1438
P-337,cori-noncriminal-access-ban,died_no_recorded_action,H1438,reporting_extended,H1438,yes,H1438;S941,H1438;S941,,"dropped in consolidation: H1438,S941 superseded by H4833 which does not carry this proposition; no public explanation",https://malegislature.gov/Bills/193/H1438,https://malegislature.gov/Bills/193/H1438
P-338,court-personnel-disclosure-limits,died_no_recorded_action,H1438,reporting_extended,H1438,yes,H1438;S941,H1438;S941,,"dropped in consolidation: H1438,S941 superseded by H4833 which does not carry this proposition; no public explanation",https://malegislature.gov/Bills/193/H1438,https://malegislature.gov/Bills/193/H1438
P-340,dealer-customer-data-restrictions,sent_to_study,H331,heard,H331,no,H331;S151,H331;S151,,final vehicle H331 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H331,https://malegislature.gov/Bills/193/H331
P-341,dealer-data-breach-indemnification,sent_to_study,H331,heard,H331,no,H331;S151,H331;S151,,final vehicle H331 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H331,https://malegislature.gov/Bills/193/H331
P-342,pi-rmv-data-access-grant,sent_to_study,H3289,reporting_extended,H3289,no,H3289;S2250,H3289;S2250,,final vehicle H3289 accompanied study order H5022; no public explanation of substance,https://malegislature.gov/Bills/193/H3289,https://malegislature.gov/Bills/193/H3289
P-343,pi-facial-recognition-access-ban,sent_to_study,H3289,reporting_extended,H3289,no,H3289;S2250,H3289;S2250,,final vehicle H3289 accompanied study order H5022; no public explanation of substance,https://malegislature.gov/Bills/193/H3289,https://malegislature.gov/Bills/193/H3289
P-344,fusion-collection-dissemination-limits,sent_to_study,H3637,reporting_extended,H3637,no,H3637,H3637,,final vehicle H3637 accompanied study order H4877; no public explanation of substance,https://malegislature.gov/Bills/193/H3637,https://malegislature.gov/Bills/193/H3637
P-346,fusion-subject-access,sent_to_study,H3637,reporting_extended,H3637,no,H3637,H3637,,final vehicle H3637 accompanied study order H4877; no public explanation of substance,https://malegislature.gov/Bills/193/H3637,https://malegislature.gov/Bills/193/H3637
P-350,worker-data-security-safeguards,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-351,worker-data-breach-notice,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-352,worker-vendor-compliance-liability,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-353,worker-vendor-return-delete,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-354,fusion-internal-data-audits,sent_to_study,H3637,reporting_extended,H3637,no,H3637,H3637,,final vehicle H3637 accompanied study order H4877; no public explanation of substance,https://malegislature.gov/Bills/193/H3637,https://malegislature.gov/Bills/193/H3637
P-355,fusion-ig-oversight,sent_to_study,H3637,reporting_extended,H3637,no,H3637,H3637,,final vehicle H3637 accompanied study order H4877; no public explanation of substance,https://malegislature.gov/Bills/193/H3637,https://malegislature.gov/Bills/193/H3637
P-356,fusion-sar-audit-purge,sent_to_study,H3637,reporting_extended,H3637,no,H3637,H3637,,final vehicle H3637 accompanied study order H4877; no public explanation of substance,https://malegislature.gov/Bills/193/H3637,https://malegislature.gov/Bills/193/H3637
P-357,client-data-bank-system,sent_to_study,H219,referred,H219,no,H219,H219,,final vehicle H219 accompanied study order H4711; no public explanation of substance,https://malegislature.gov/Bills/193/H219,https://malegislature.gov/Bills/193/H219
P-358,client-data-bank-consent-gate,sent_to_study,H219,referred,H219,no,H219,H219,,final vehicle H219 accompanied study order H4711; no public explanation of substance,https://malegislature.gov/Bills/193/H219,https://malegislature.gov/Bills/193/H219
P-359,client-data-bank-records-exclusion,sent_to_study,H219,referred,H219,no,H219,H219,,final vehicle H219 accompanied study order H4711; no public explanation of substance,https://malegislature.gov/Bills/193/H219,https://malegislature.gov/Bills/193/H219
P-360,immunization-exemption-record-confidentiality,sent_to_study,H582,referred,H582,no,H582,H582,,final vehicle H582 accompanied study order H4739; no public explanation of substance,https://malegislature.gov/Bills/193/H582,https://malegislature.gov/Bills/193/H582
P-361,worker-vendor-information-supply,sent_to_study,H1873,reporting_extended,H1873,no,H1873,H1873,,final vehicle H1873 accompanied study order H5046; no public explanation of substance,https://malegislature.gov/Bills/193/H1873,https://malegislature.gov/Bills/193/H1873
P-362,client-data-bank-membership-conditions,sent_to_study,H219,referred,H219,no,H219,H219,,final vehicle H219 accompanied study order H4711; no public explanation of substance,https://malegislature.gov/Bills/193/H219,https://malegislature.gov/Bills/193/H219
P-363,immunization-exemption-inadmissibility,sent_to_study,H582,referred,H582,no,H582,H582,,final vehicle H582 accompanied study order H4739; no public explanation of substance,https://malegislature.gov/Bills/193/H582,https://malegislature.gov/Bills/193/H582
P-364,immunization-exemption-physician-shield,sent_to_study,H582,referred,H582,no,H582,H582,,final vehicle H582 accompanied study order H4739; no public explanation of substance,https://malegislature.gov/Bills/193/H582,https://malegislature.gov/Bills/193/H582
P-365,taxpayer-examination-records-shield,sent_to_study,H1062,heard,H1062,no,H1062,H1062,,final vehicle H1062 accompanied study order H4705; no public explanation of substance,https://malegislature.gov/Bills/193/H1062,https://malegislature.gov/Bills/193/H1062
P-366,railroad-fatality-report-confidentiality,sent_to_study,H4731,reporting_extended,H4731,no,H4731;S2809,H4731;S2809,,final vehicle H4731 accompanied study order H5032; no public explanation of substance,https://malegislature.gov/Bills/193/H4731,https://malegislature.gov/Bills/193/H4731
P-367,union-communications-privilege,sent_to_study,H1939,heard,H1939,no,H1939,H1939,,final vehicle H1939 accompanied study order H4570; no public explanation of substance,https://malegislature.gov/Bills/193/H1939,https://malegislature.gov/Bills/193/H1939
P-368,dv-report-confidentiality-study,sent_to_study,S1136,heard,S1136,no,S1136,S1136,,final vehicle S1136 accompanied study order S2612; no public explanation of substance,https://malegislature.gov/Bills/193/S1136,https://malegislature.gov/Bills/193/S1136
P-369,victim-notice-protected-report-access,died_no_recorded_action,S1503,reported_favorably,S1503,no,S1503,S1503,,final vehicle S1503 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1503,https://malegislature.gov/Bills/193/S1503
P-370,immunization-certifier-disciplinary-immunity,sent_to_study,H582,referred,H582,no,H582,H582,,final vehicle H582 accompanied study order H4739; no public explanation of substance,https://malegislature.gov/Bills/193/H582,https://malegislature.gov/Bills/193/H582
